,data,type
388,i get into conversations and regret them and start to feel exhausted after fifteen minutes of something that sounds like something but feels like it is only peas and carrots peas and carrots mush mush mush,sadness
389,i shall have to stay feeling neglectful of all things art related,sadness
390,i feel that if i surrender to what life has to offer me what life has to teach me then i can rest assured that it s all meant to lead to my ultimate happiness,joy
391,i also feel contented and humbled by this experience and will always be thankful for this opportunity,joy
392,i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit,sadness
393,i would say no not yet and i would feel superior and in fact self righteous even if i would not admit it back then because i remember looking at the point so i can see that the point did come up but i could did not face it to protect my ego,joy
394,im so excited but at the same time i feel a little nervous,fear
395,i feel aching at all times of day,sadness
396,i feel victimized like im getting robbed,sadness
397,i can then sit seeing a random picture of colored christmas lights and feel my heart hurt from missing him so much,sadness
398,i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,fear
399,i feel depressed or even short tempered some days,sadness
400,i feel idiotic sifting through personals sites only nerve,sadness
401,i feel i feel fantastic,joy
402,i think about it i feel a rushed mixture of excitement and nerves,anger
403,i dont even know all i know is that i feel like im getting fucked from behind,anger
404,i didn t feel very festive during christmas week,joy
405,i didnt feel any emotional pulls toward anyone except the lord,sadness
406,i just feel weird doing it but i want to make sure he feels loved in there,fear
407,i did however feel amused that she also called famous last words cathartic i think she s one of those people who secretly likes mychem but can t admit it for fear of damaging her music cred,joy
408,i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries,anger
409,i wish i could find a crystal ball for the days i feel completely worthless,sadness
410,i stop being so reactive every little time i feel wronged or sense wrong in the universe,anger
411,i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,joy
412,i was going to tell you more about my trip to oregon but right now im not super feeling it and reading about other peoples vacations gets a little boring right,sadness
413,i feel most vulnerable exhausted and plum used up i look up to the heavens and catch myself muttering pleading god be enough,fear
414,i have a feeling this will be a good soap for january,joy
