,data,label,type
330,Dear umma she called me now :-),0,ham
331,2 and half years i missed your friendship:-),0,ham
332,"Dear, take care. I am just reaching home.love u a lot.",0,ham
333,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT""",0,ham
334,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",0,ham
335,THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,ham
336,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,0,ham
337,How are you. Just checking up on you,0,ham
338,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0,ham
339,Ok lor thanx... Ü in school?,0,ham
340,I dont want to hear philosophy. Just say what happen,0,ham
341,Did you try making another butt.,0,ham
342,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0,ham
343,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0,ham
344,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,spam
345,"Aight, can you text me the address?",0,ham
346,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0,ham
347,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1,spam
348,Wanna do some art?! :D,0,ham
349,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",0,ham
350,Customer place i will call you.,0,ham
351,Nope. Meanwhile she talk say make i greet you.,0,ham
352,Dear got train and seat mine lower seat,0,ham
353,Small problem in auction:)punj now asking tiwary,0,ham
354,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0,ham
355,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,ham
356,Same. Wana plan a trip sometme then,0,ham
357,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1,spam
358,If you have belive me. Come to my home.,0,ham
359,So u wan 2 come for our dinner tonight a not?,0,ham
360,Anything lar...,0,ham
361,No:-)i got rumour that you going to buy apartment in chennai:-),0,ham
362,Teach me apps da. When you come to college.,0,ham
363,Compliments to you. Was away from the system. How your side.,0,ham
364,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,spam
365,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1,spam
366,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,ham
367,So how many days since then?,0,ham
368,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,ham
369,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,ham
370,"Its ok., i just askd did u knw tht no?",0,ham
371,What time should I tell my friend to be around?,0,ham
372,Ü all write or wat..,0,ham
373,"Hey babe, my friend had to cancel, still up for a visit ?",0,ham
374,I am great princess! What are you thinking about me? :),0,ham
375,"I'm a guy, browsin is compulsory",0,ham
376,You unbelievable faglord,0,ham
377,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,spam
378,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,spam
379,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0,ham
380,Midnight at the earliest,0,ham
381,"sorry, no, have got few things to do. may be in pub later.",0,ham
382,Apo all other are mokka players only,0,ham
383,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,0,ham
384,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0,ham
385,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,ham
386,U meet other fren dun wan meet me ah... Muz b a guy rite...,0,ham
387,How. Its a little difficult but its a simple way to enter this place,0,ham
388,I can ask around but there's not a lot in terms of mids up here,0,ham
389,Ok i juz receive..,0,ham
390,As if i wasn't having enough trouble sleeping.,0,ham
391,Great! How is the office today?,0,ham
392,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,0,ham
393,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,ham
394,Ya it came a while ago,0,ham
395,Are you up for the challenge? I know i am :),0,ham
396,88800 and 89034 are premium phone services call 08718711108,1,spam
397,I like you peoples very much:) but am very shy pa.,0,ham
398,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,1,spam
399,Old Orchard near univ. How about you?,0,ham
400,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,ham
401,Gudnite....tc...practice going on,0,ham
402,Can you open the door?,0,ham
403,"Nope. Since ayo travelled, he has forgotten his guy",0,ham
404,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,spam
405,Ok i am on the way to railway,0,ham
406,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1,spam
407,Can not use foreign stamps in this country.,0,ham
408,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0,ham
409,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,spam
410,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1,spam
411,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,0,ham
412,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",0,ham
413,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,spam
414,K... Must book a not huh? so going for yoga basic on sunday?,0,ham
415,I dont know exactly could you ask chechi.,0,ham
416,I though we shd go out n have some fun so bar in town or something – sound ok?,0,ham
417,Dont think so. It turns off like randomlly within 5min of opening,0,ham
418,Hi.what you think about match?,0,ham
419,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0,ham
420,Hi.:)technical support.providing assistance to us customer through call and email:),0,ham
421,When ü login dat time... Dad fetching ü home now?,0,ham
422,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",0,ham
423,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,spam
424,Don know..wait i will check it.,0,ham
425,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,0,ham
426,Oic... I saw him too but i tot he din c me... I found a group liao...,0,ham
427,Sent me ur email id soon,0,ham
428,Adult 18 Content Your video will be with you shortly,1,spam
429,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1,spam
430,Senthil group company Apnt 5pm.,0,ham
431,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,ham
432,"Did you say bold, then torch later. Or one torch and 2bold?",0,ham
433,"Thank you. And by the way, I just lost.",0,ham
434,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0,ham
435,Ok. C u then.,0,ham
436,"Mah b, I'll pick it up tomorrow",0,ham
437,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,ham
438,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0,ham
439,But i'll b going 2 sch on mon. My sis need 2 take smth.,0,ham
440,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",0,ham
441,"Aight no rush, I'll ask jay",0,ham
442,Haha okay... Today weekend leh... ,0,ham
443,How much for an eighth?,0,ham
444,Are you there in room.,0,ham
445,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0,ham
446,Ok can...,0,ham
447,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0,ham
448,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",0,ham
449,"Sir, I need AXIS BANK account no and bank address.",0,ham
450,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,spam
451,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0,ham
452,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0,ham
453,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0,ham
454,When you guys planning on coming over?,0,ham
455,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0,ham
456,Yes princess! I want to make you happy...,0,ham
457,But we havent got da topic yet rite?,0,ham
458,Then ur sis how?,0,ham
459,Mine here like all fr china then so noisy.,0,ham
460,Was the farm open?,0,ham
461,Yup,0,ham
462,HAPPY NEW YEAR MY NO.1 MAN,0,ham
463,It is a good thing I'm now getting the connection to bw,0,ham
464,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,spam
465,Does she usually take fifteen fucking minutes to respond to a yes or no question,0,ham
466,Cramps stopped. Going back to sleep,0,ham
467,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0,ham
468,Well i will watch shrek in 3D!!B),0,ham
469,We can make a baby in yo tho,0,ham
470,It took Mr owl 3 licks,0,ham
471,"Oops I did have it,  &lt;#&gt; ?",0,ham
472,Cos darren say ü considering mah so i ask ü...,0,ham
473,S...i will take mokka players only:),0,ham
474,Shb b ok lor... Thanx...,0,ham
475,Happy birthday... May all ur dreams come true...,0,ham
476,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0,ham
477,I'm really sorry I lit your hair on fire,0,ham
478,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",1,spam
479,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,1,spam
480,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,ham
481,Thanks for sending this mental ability question..,0,ham
482,My drive can only be read. I need to write,0,ham
483,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0,ham
